ma_phutung,ten_san_pham,gia_si,gia_le
13216K1BT01,"BRG C,CONN ROD",148554,189000
13216MEL003,45108MKCA01,149040,
13216MGZJ01,"BRG,CONN ROD C",310716,394200
13216MJED01,"BRG,CONN-ROD C",458136,583200
13216MJPG51,"BRG C,CONN ROD",173502,220320
13216MKCA01,"BRG C,CONN ROD",288036,366120
13216MKFD41,"BEARING C, CONNECTING ROD",166698,210600
13216MM4000,BRG_CONN ROD_C,140616,179280
13217K1BT01,"BRG D,CONN ROD",148554,189000
13217MEL003,"BRG D,CON-ROD",149040,
13217MGZJ01,"BRG,CONN ROD D",310716,394200
13217MJED01,"BRG,CONN-ROD D",458136,583200
13217MJPG51,"BRG D,CONN ROD",173502,220320
13217MKCA01,"BRG D,CONN ROD",288036,366120
13217MKFD41,"BEARING D, CONNECTING ROD",166698,210600
13217MM4000,BRG_CONN ROD_D,140616,179280
13218K1BT01,"BRG E,CONN ROD",148554,189000
13218MEL003,"BRG E,CON-ROD",149040,
13218MGZJ01,"BRG,CONN ROD E",310716,394200
13218MJED01,"BRG,CONN-ROD E",458136,583200
13218MJPG51,"BRG E,CONN ROD",173502,220320
13218MKCA01,"BRG E,CONN ROD",288036,366120
13218MKFD41,"BEARING E, CONNECTING ROD",166698,210600
13218MM4000,BRG_CONN ROD_E,140616,179280
13222MS2611,"BRG Y,CONN-ROD",155520,
13223MS2611,"BRG Z,CONN-ROD",155520,
13224K64NA1,"BEARING A, CONNECTING ROD (BROWN)",0,0
13224MKRDH1,"BRG A,CONNECTING ROD",0,0
13224MS2611,"BRG A,CONN-ROD",153360,
13225K64NA1,"BEARING A, CONNECTING (GREEN)",0,0
13225MKRDH1,"BRG B,CONNECTING ROD",0,0
13225MS2611,"BRG B,CONN-ROD",153360,
13226K64NA1,"BEARING A, CONNECTING ROD (YELLOW)",0,0
13226MKRDH1,"BRG C,CONNECTING ROD",0,0
13226MS2611,"BRG C,CONN-ROD",153360,
13227MKRDH1,"BRG D,CONNECTING ROD",0,0
13228MKRDH1,"BRG E,CONNECTING ROD",0,0
13300K1BT00,CRANKSHAFT COMP,10359360,
13300K64NA0,CRANKSHAFT COMP.,0,0
13300MGZD01,CRANKSHAFT COMP,11324124,
13300MKCA00,CRANKSHAFT ASSY,39667320,50371200
13300MKCA01,CRANKSHAFT ASSY,39862368,50619600
13300MKRD10,CRANKSHAFT COMP,19172538,24345360
13300MKRDH0,CRANKSHAFT COMP,0,0
13300MKSE00,CRANKSHAFT COMP,25666956,
13300MKSE50,CRANKSHAFT COMP,25666956,
13300MLNE00,CRANKSHAFT COMP,0,0
13300MLNE60,CRANKSHAFT COMP,0,0
13310GN5910,CRANK SHAFT COMP RIG,1242864,1578960
13310KFL850,CRANK SHAFT COMP RIG,1251720,
13310KFM900,"CRANK SHAFT COMP,RIGHT",842562,1073520
13310KFV950,CRANK SHAFT COMP RIGHT,672210,
13310KPH900,CRANK SHAFT COMP RIGHT,577500,
13310KTL740,CRANK SHAFT COMP RIGHT,1284800,
13310KTW900,CRANKSHAFT,6691734,8497440
13310MJED00,CRANKSHAFT COMP,20089944,25511760
13310MKFD40,CRANKSHAFT,22717422,
13310MKJD00,CRANKSHAFT,20766942,26372520
13310MKJE50,CRANKSHAFT,20766942,26371440
13310MLBD00,CRANKSHAFT COMP,10811556,13728960
13310MLLD00,CRANKSHAFT,0,0
13312K33D01,"BRG,CRANK SHAFT A JC",167400,
13312KTW901,BRG_CRANK SHAFT RN2-TYPE),163296,207360
13312KWZ900,"COLLAR,CRANK R SIDE",23814,
13312MKSE01,"BRG A,CRANKSHAFT",159840,
13312MN5003,"BEARING,THRUST",153360,
13313K33D01,"BRG,CRANK SHAFT B JC",114534,145800
13313K64NA1,"BEARING A, CRANKSHAFT (BLACK)",0,0
13313KTW901,BRG_CRANK SHAFT RN2-TYPE),163296,207360
13313MCS003,"BRG,CRANK SHAFT A",163080,
13313MKCA01,"BRG A,CRANKSHAFT",158760,203040
13313MKSE01,"BRG B,CRANKSHAFT",159840,
13313MW0003,"BRG,CRANK SHAFT A JC",173880,
13314K33D01,"BRG,CRANK SHAFT C JC",114534,145800
13314K64NA1,"BEARING A, CRANKSHAFT (BROWN)",0,0
13314KTW901,BRG_CRANK SHAFT RN2-TYPE),163296,207360
13314MCS003,"BRG,CRANK SHAFT B",163080,
13314MEL003,BRG CRANK SHAFT B,104328,132840
13314MFL003,"BEARING B, CRANKSHAFT(BROWN)",149688,190080
13314MKCA01,"BRG B,CRANKSHAFT",327240,
13314MKRD11,"BRG B,UP CRANKSHAFT",167400,
13314MKSE01,"BRG C,CRANKSHAFT",159840,
13314MW0003,"BEARING B, CRANKSHAFT(BROWN)",173880,
13315K33305,"BRG OSZ,CRANK SHA JC",114534,145800
13315K64NA1,"BEARING C, CRANKSHAFT (GREEN)",0,0
13315KTW901,BRG_CRANK SHAFT RN2-TYPE),163296,207360
13315MCS003,"BRG,CRANK SHAFT C",163080,
13315MEL003,BRG CRANK SHAFT C,104328,132840
13315MFL003,"BEARING C, CRANKSHAFT(GREEN)",149688,190080
13315MKCA01,"BRG C,CRANKSHAFT",327240,
13315MKRD11,"BRG C,UP CRANKSHAFT",167400,
13315MKSE01,"BRG D,CRANKSHAFT",159840,
13315MW0003,"BEARING C, CRANKSHAFT(GREEN)",173880,
13316K33305,"BEARING E, CRANKSHAFT(GREEN)",114534,145800
13316K64NA1,"BEARING D, CRANKSHAFT (YELLOW)",0,0
13316KTW901,BRG_CRANK SHAFT R,163296,207360
13316MCS003,"BRG,CRANK SHAFT D JC",163080,
13316MEL003,BRG CRANK SHAFT D,104328,132840
13316MFL003,"BEARING D, CRANKSHAFT(YELLOW)",149688,190080
13316MKCA01,"BRG D,CRANKSHAFT",327240,
13316MKRD11,"BRG D,UP CRANKSHAFT",167400,
13316MKSE01,"BRG E,CRANKSHAFT",159840,
13316MW0003,"BRG,CRANK SHAFT D JC",173880,
13317K33305,"BEARING F, CRANKSHAFT(YELLOW)",114534,145800
13317K64NA1,"BEARING E, CRANKSHAFT (PINK)",0,0
13317KTW901,BRG_CRANK SHAFT R,163296,207360
13317MCS003,"BRG,CRANK SHAFT E",163080,
13317MEL003,BRG CRANK SHAFT E,104328,132840
13317MFL003,"BEARING E, CRANKSHAFT(PINK)",149688,190080
13317MKCA01,"BRG E,CRANKSHAFT",327240,
13317MKRD11,"BRG E,UP CRANKSHAFT",167400,
13317MW0003,"BRG,CRANK SHAFT E JC",173880,
13318K33305,"BRG OSZ,CRANK SHA JC",167400,
13318KTW901,BRG_CRANK SHAFT R,163296,207360
13318MEL003,BRG CRANK SHAFT F,104328,132840
13318MFL003,"BEARING F, CRANKSHAFT(RED)",149688,190080
13318MKRD11,"BRG F,UP CRANKSHAFT",167400,
13319KTW901,BRG_CRANK SHAFT R,163296,207360
13320MKCA00,"GEAR COMP,ISG DRIVE",3336228,4237920
13321GN5910,CRANK SHAFT COMP LEFT,1333800,
13321KFL850,CRANK SHAFT LEFT,1210680,
13321KFM900,CRANK SHAFT LEFT,813078,
13321KPH900,"CRANK SHAFT,LEFT",546700,
13321KTL740,CRANK SHAFT LEFT,341000,
13322KTW901,BRG_CRANK SHAFT L,163296,207360
13323K64NA1,"BRG,BALANCER SHAFT A",105462,133920
13323KTW901,BRG_CRANK SHAFT L,163296,207360
13324K64NA1,"BRG,BALANCER SHAFT B",105462,133920
13324KTW901,BRG_CRANK SHAFT L,163296,207360
13324MKRD11,"BRG B,LWR CRANKSHAFT",142884,181440
13324MKRDH1,"BRG B,CRANKSHAFT",0,0
13325K64NA1,"BRG,BALANCER SHAFT C",105462,133920
13325KTW901,"BEARING D, CRANKSHAFT L. SIDE (GREEN)",163296,207360
13325MKRD11,"BRG C,LWR CRANKSHAFT",142884,181440
13325MKRDH1,"BRG C,CRANKSHAFT",0,0
13326K64NA1,"BRG,BALANCER SHAFT D",105462,133920
13326KTW901,BRG_CRANK SHAFT L,163296,207360
13326MKRD11,"BRG D,LWR CRANKSHAFT",142884,181440
13326MKRDH1,"BRG D,CRANKSHAFT",0,0
13327K64NA1,"BRG,BALANCER SHAFT E",105462,133920
13327KTW901,BRG_CRANK SHAFT L,163296,207360
13327MKRD11,"BRG E,LWR CRANKSHAFT",142884,181440
13327MKRDH1,"BRG E,CRANKSHAFT",0,0
13328KTW901,BRG_CRANK SHAFT L,163296,207360
13328MKRD11,"BRG F,LWR CRANKSHAFT",142884,181440
13328MKRDH1,"BRG F,CRANKSHAFT",0,0
13329KTW901,BRG_CRANK SHAFT L,163296,207360
13331MKRD11,"WASHER,THRUST",155520,
13331MKRDH1,"WASHER,THRUST",0,0
13341MKCA00,"WASHER,SPL",,
13381GF6300,"PIN, CRANK",174900,
13400MKCA00,"GEAR ASSY,ISG DRIVEN",14554890,18484200
13410K1BR00,"SHAFT ASSY,BALANCER",0,0
13410K1BT00,"SHAFT ASSY,BALANCER",1317708,1674000
13410K33D00,"GEAR ASSY,BALANCER DRIVEN",1185840,
13410K87A00,"GEAR SET, BALANCER",631638,802440
13411K0Z901,"GEAR,FR BALANCER DRIVEN",1261440,
13413K0Z900,"WEIGHT,FR BALANCER",311040,
13414MKRD11,"BRG A,CONNECTING ROD",139482,176040
13415MKRD11,"BRG B,CONNECTING ROD",139482,176040
13416MKRD11,"BRG C,CONNECTING ROD",139482,176040
13417K33D00,"GEAR,BALANCER DRIVE",345870,440640
13417MKRD11,"BRG D,CONNECTING ROD",139482,176040
13418MKRD11,"BRG E,CONNECTING ROD",139482,176040
13420K56N00,"WEIGHT COMP., BALANCER",1233792,1568160
13420MGZD01,"SHAFT COMP,BALANCER",2365200,
13420MKGA00,"SHAFT COMP., BALANCER(40T)",1745226,2217240
13420MKSE00,"SHAFT COMP,FR BALANCER",5390280,
13420MLBD00,"SHAFT COMP,FR BALANCER",5598558,
13420MLNE00,"SHAFT COMP,FR BALANCER",0,0
13421K0ZD10,"SHAFT,FR BALANCER",384426,
13421K33D01,"SHAFT, BALANCER",676080,
13421MELD20,"GEAR,BALANCER",1435644,
13421MFL000,"GEAR, BALANCER(26T)",1313172,1668600
13421MKRD10,"GEAR,BALANCER",1107918,1406160
13421MKRDH0,"GEAR,BALANCER",0,0
13422K45NA0,"GEAR A, BALANCER DRIVEN(43T)",280098,356400
13422KPP860,GEAR A_BALANCER DRIVEN,333396,424440
13423K45NA0,"GEAR B, BALANCER DRIVEN(43T)",280098,356400
13423KPP860,GEAR B_BALANCER DRIVEN,333396,424440
13424K45NA0,"GEAR C, BALANCER DRIVEN(43T)",280098,356400
13424KPP860,GEAR C_BALANCER DRIVEN,333396,424440
13425K64NA1,"RUBBER, BALANCER DUMPER",12474,
13425KGH900,RUBBER_BALANCER DUMPER,23814,
13425KGH901,"RUBBER,BALANCER DUMPER",23814,
13425KWC901,"RUBBER, BALANCER DUMPER(IKP)",24948,33480
13427KPP860,"SPRING,BALANCER GEAR",10395,
13430MEL000,"WEIGHT,BALANCER",910602,1156680
13430MFL000,"WEIGHT, BALANCER",1291626,1639440
13430MKRD10,"WEIGHT,BALANCER",1382400,
13430MKRDH0,"WEIGHT,BALANCER",0,0
13430MLLD00,"WEIGHT,BALANCER",0,0
13431K0ZD10,"GEAR,RR BALANCER DRIVE",1583064,
13431MEL000,"SHAFT,BALANCER",1265760,
13431MKSE00,"GEAR,FR BALANCER DRIVEN",1442448,
13433MKSE00,"WEIGHT,FR BALANCER LH",1454922,
13435MAT000,"RUBBER,DAMPER",22680,
13435MFL000,"RUBBER, DAMPER",39960,
13435MKRD10,"RUBBER,DAMPER",27216,35640
13436MM5000,"HOLDER, BALANCER SHAFT",347004,440640
13440MKFD40,"SHAFT COMP., BALANCER",1156680,1468800
13440MKSE00,"GEAR COMP,RR BALANCER DRIVEN",3669624,4660200
13440MLBD00,"SHAFT COMP,RR BALANCER",214326,272160
13441K0Z901,"GEAR,RR BALANCER DRIVEN",2405160,
13442MLBD00,"GEAR,RR BALANCER DRIVEN",2534490,3218400
13445MJPG50,"SHAFT,RR BALANCER",1230390,1561680
13446MKSE00,"SPRING,RR BAL THRUST",169785,
13447MJPG50,"COLLAR,RR BALANCER",303600,
13459MKCA00,"PLATE,ISG BRG SET",191646,
13481MJPG50,"PLATE,BALANCER BRG SET(R)",206388,262440
13538KGH900,SPRING_THRUST,18480,
13541MKCA00,"COUPLE FR,ISG",1411830,
13621MKJE50,"PLATE,PULSER",387828,
14100GCC000,CAMSHAFT COMP,2247588,2857680
14100GGE900,"SHAFT COMP,CAM",665500,
14100GGE940,CAM SHAFT COMP,698760,
14100GGZJ00,"SHAFT COMP,CAM",0,0
14100GGZJ01,"SHAFT COMP,CAM",0,0
14100GN5912,"SHAFT COMP, CAM",571536,729000
14100K03H10,CAMSHAFT COMP.,324324,411480
14100K0RV00,"SHAFT COMP,CAM",593082,751680
14100K0SV00,"SHAFT COMP,CAM",621432,789480
14100K0Z900,CAM SHAFT COMP,1618218,
14100K12900,"SHAFT COMP,CAM",692280,
14100K1BT00,"SHAFT COMP,CAM",1373274,1744200
14100K1MT00,"SHAFT COMP,CAM",1115856,1416960
14100K29900,"SHAFT COMP,CAM",659880,
14100K2AJ00,"SHAFT COMP,CAM",0,0
14100K2CV00,"SHAFT COMP,CAM",559062,710640
14100K35J00,CAMSHAFT COMP.,640440,
14100K3MT00,"SHAFT COMP,CAM",0,0
14100K44V00,"SHAFT COMP,CAM",607824,773280
14100K53D00,SHAFT COMP_CAM R HOLDER,881118,1118880
14100K73T30,SHAFT COMP_CAM,725760,
14100K77V00,SHAFT COMP_CAM,439992,559440
14100K90V00,"SHAFT COMP,CAM",314118,397440
14100K90VM0,"SHAFT COMP,CAM",311850,396360
14100KCW850,"SHAFT COMP, CAM",1547910,
14100KFM900,CAM SHAFT COMP,434322,552960
14100KFM901,CAM SHAFT COMP,415044,528120
14100KGF910,"SHAFT COMP,CAM",2752920,
14100KPGT00,"SHAFT COMP,CAM",734832,
14100KPH690,"SHAFT COMP,CAM",1213920,
14100KR3600,(G2) CAMSHAFT ASSY.,5956200,
14100KVB900,"SHAFT COMP,CAM",918540,1168560
14100KVBT00,CAMSHAFT COMP.,1240920,
14100KVGV40,"SHAFT COMP,CAM",780192,
14100KWN900,"SHAFT COMP,CAM",1265544,1609200
14100KWW710,"SHAFT COMP,CAM",589680,749520
14100KWW711,SHAFT COMP CAM,640710,814320
14100KWW741,SHAFT COMP CAM,624834,794880
14100KWWA81,SHAFT COMP_CAM,644760,
14100KWWE10,"SHAFT COMP,CAM",623700,
14100KWWE11,SHAFT COMP CAM,644112,817560
14100KWZ901,"SHAFT COMP,CAM",823284,
14100KYZ901,SHAFT COMP.CAM,648648,825120
14100KYZ902,SHAFTCAM COMP,667440,
14100KYZV00,"SHAFT COMP,CAM",1058200,
14100KYZV01,"SHAFT COMP,CAM",1058200,
14100KYZV02,"SHAFT COMP,CAM",831222,1057320
14100KZL930,"SHAFT COMP,CAM",666792,846720
14100KZR600,CAMSHAFT COMP.,655600,
14100KZR601,CAMSHAFT COMP.,656640,
14100KZVV30,"SHAFT COMP,CAM",321840,
14102GFM900,"WEIGHT,DECOMP",655452,834840
14102KVB900,"WEIGHT,DECOMPRESSION",326160,
14106GFM900,"SPRING,DECOMP",9900,
14106KVB900,"SPRING,DECOMPRESSION",9900,
14107KVB900,"PLATE,WEIGHT SET",9240,
14108GFM900,"SPACER,DECOMP SPRING",5670,8640
14108KVB900,"SPACER,DECOMP SPRING",5670,8640
14110K56N00,"CAMSHAFT COMP., IN.",1482138,
14110K64NM0,"CAMSHAFT COMP., IN.",0,0
14110KZZD20,"CAMSHAFT COMP., IN.(34T)",2308824,2933280
14110MJED01,"CAM SHAFT COMP,IN",1830276,2324160
14110MJWDB0,"CAM SHAFT COMP,IN",1383480,1756080
14110MKCA00,"CAM SHAFT COMP,R",12418434,
14110MKCW40,"CAM SHAFT COMP,R",12479670,
14110MKFD40,"CAMSHAFT COMP., IN.",7113582,9033120
14110MKGA00,"CAMSHAFT COMP., IN.(34T)",1296162,1647000
14110MKGD80,"CAM SHAFT COMP,IN",0,0
14110MKJD00,"CAM SHAFT COMP,IN",5016816,6372000
14110MKJE50,"CAM SHAFT COMP,IN",5016816,6370920
14110MKND10,"CAM SHAFT COMP,IN",2994894,
14110MKPD00,"CAM SHAFT COMP,IN",1400490,
14110MKPDA0,"CAM SHAFT COMP,IN",1156680,1468800
14110MKRD10,"CAM SHAFT COMP,IN",6002262,
14110MKRDH0,"CAM SHAFT COMP,IN",0,0
14110MKSE00,CAM SHAFT COMP,6611220,8394840
14110MKYD10,"CAM SHAFT COMP,IN",2526552,3208680
14110MKYE20,"CAM SHAFT COMP,IN",0,0
14110MLAA00,CAM SHAFT COMP,5255280,
14110MLBD00,CAM SHAFT COMP,2751084,3493800
14110MLLD00,"CAM SHAFT COMP,IN",0,0
14110MLRD00,"CAM SHAFT COMP,IN",0,0
14125KPGT00,"PLUNGER,CAM SETTING",19440,
14125KVY900,"PLUNGER,CAM SET",11880,
14126KPGT00,"SPG,PLUNGER",5775,8800
14126KV2940,"SPG,PLUNGER",33000,
14150GCC000,"PLATE COMP., STOPPER",71610,
14150GN5911,PLATE COMP STOPPER,22680,
14150KRS920,PLATE COMP STOPPER,,
14151GN5910,PLATE STOPPER,0,0
14205425300,"PLUG, SPECIAL, 12MM",9240,
14210K33D00,"CAMSHAFT COMP., EX.(34T)",2308824,2933280
14210K56N00,"CAMSHAFT COMP., EX.",1482138,
14210K64NM0,"CAMSHAFT COMP., EX.",0,0
14210MGZJ00,"CAMSHAFT COMP., EX.(34T)",1166886,1481760
14210MJED01,"CAM SHAFT COMP,EXH",1830276,2324160
14210MKCA00,"CAM SHAFT COMP,L",12418434,
14210MKCW40,"CAM SHAFT COMP,L",12479670,
14210MKFD40,"CAMSHAFT COMP., EX.",7113582,9033120
14210MKGD80,"CAM SHAFT COMP,EXH",1156680,1468800
14210MKJD00,"CAM SHAFT,COMP EX",5016816,6372000
14210MKJE50,"CAM SHAFT,COMP EX",5016816,6370920
14210MKND10,"CAM SHAFT COMP,EXH",3102624,
14210MKPD00,"CAM SHAFT COMP,EXH",1400490,
14210MKRD10,"CAM SHAFT COMP,EXH",6002262,
14210MKRDH0,"CAM SHAFT COMP,EXH",0,0
14210MKYD10,"CAM SHAFT COMP,EXH",2565108,3257280
14210MLLD00,"CAM SHAFT COMP,EXH",0,0
14210MLRD00,"CAM SHAFT COMP,EXH",0,0
14311035000,"SPROCKET, TIMING",230202,295920
14311K0ZD10,"SPROCKET,TIMING",86184,110160
14311KFL850,"SPROCKET,TIMING (16T)",73700,
14311KGF910,"SPROCKET,TIMING",656586,839160
14311KPH900,"SPROCKET,TIMING (17T)",70455,
14311KTL780,SPROCKET. TIMING (16T),78100,
14311KYJ900,"SPROCKET, TIMING(17T)",94122,
14311MGZJ00,"SPROCKET, TIMING(17T)",164430,208440
14311MKCA00,"SPROCKET,TIMING",670680,
14311MKSE00,"SPROCKET,TIMING",650160,
14311MLBD00,"SPROCKET,TIMING",309582,393120
14312MEL000,"SPROCKET,TIMING",311850,395280
14312MFL000,"SPROCKET, TIMING(17T)",433188,548640
14312MFL010,"SPROCKET, TIMING(17T)",0,0
14312MJED00,"SPROCKET,TIMING",168966,216000
14312MKND10,"SPROCKET,TIMING",172368,220320
14313MKRD10,"BOLT,CAM CHAIN IDLE GEAR",148995,
14315MKRD10,"SHAFT,CAM CHAIN IDLE GEAR",607824,772200
14316MKRD10,"NUT,FLANGE 10",157300,
14321GBG900,SPROCKET CAM,191646,
14321GCC000,"SPROCKET, CAM (34T)",610200,
14321GGZJ00,"SPROCKET,CAM",0,0
14321K0JN00,"SPROCKET,CAM",37422,48600
14321K0RV00,"SPROCKET,CAM",88935,
14321K0Z900,"SPROCKET,CAM",226800,288360
14321K1BT00,"SPROCKET,CAM",159894,203040
14321K1BT20,"SPROCKET,CAM",159390,
14321K1MT00,"SPROCKET,CAM",85320,
14321K40A00,"SPROCKET,CAM",0,0
14321K64N00,"SPROCKET,CAM (34T)",0,0
14321K96V00,"SPROCKET,CAM",,
14321KB4671,(G2) SPROCKET CAM 38T,731430,
14321KFL850,SPROCKET CAM,184842,
14321KFM900,SPROCKET CAM,19635,
14321KGF910,"SPROCKET,CAM",114534,149040
14321KPH900,"SPROCKET,CAM(34T)",69174,88560
14321KTL780,SPROCKET CAM (32T),21945,
14321KTM970,"SPROCKET,CAM (34T)",41800,
14321KTW900,SPROCKET_CAM,360612,
14321KVB900,"SPROCKET,CAM",36960,
14321KVY900,"SPROCKET, CAM (34T)",42900,
14321KWB600,"SPROCKET,CAM 32T",20790,
14321KWN900,"SPROCKET,CAM (34T)",87780,
14321KWW740,"SPROCKET,CAM",33000,
14321KYZ900,"SPROCKET, CAM(32T)",42900,
14321KZLE00,"SPROCKT,CAM 34T",40824,52920
14321MEL000,"SPROCKET,CAM",681480,
14321MFL000,"SPROCKET, CAM(34T)",762048,
14321MJED01,"SPROCKET,CAM",605556,766800
14321MKCA00,"SPROCKET,CAM",1324512,1681560
14321MKND10,"SPROCKET,CAM",615762,783000
14321MKRD10,"SPROCKET,CAM",640710,813240
14321MKRDH0,"SPROCKET,CAM",0,0
14321MKSE00,"SPROCKET,CAM",597618,759240
14321MLNE00,"SPROCKET,CAM",0,0
14331MKRD10,"GEAR,CAM CHAIN IDLE",1148742,1459080
14401178003,CHAIN CAM,,
14401436003,CHAIN CAM,36300,
14401GCC000,"CHAIN, CAM (86L)",641025,
14401GCC771,"CHAIN, CAM (86L)",315700,
14401GCC772,"CHAIN, CAM (86L)",319935,
14401GFM890,"CHAIN,CAM DID SCR-0404 SV",,
14401GFM971,"CHAIN,CAM DID SCR-0404 SV",,
14401GGZJ01,"CHAIN,CAM",0,0
14401K0Z901,"CHAIN,CAM",347600,
14401K1AN01,"CHAIN,CAM (92TYPE-VC)",154770,
14401K1BT01,"CHAIN,CAM DID SCZ-0404 SV-106L",325600,
14401K1MT01,"CHAIN,CAM RK-M 25HDS-90LE",,
14401K26B01,"CHAIN,CAM RK-M 25",151305,
14401K29V81,"CHAIN,CAM (92TYPE-VC)",318780,
14401K29V82,"CHAIN,CAM DID SCZ-0404 SV-92LE",,
14401K44V81,"CHAIN,CAM",154770,
14401K46N21,"CHAIN,CAM",182490,
14401K56N01,"CHAIN, CAM(120L)(FSCM)",662200,
14401K64N01,"CHAIN, CAM(114L)",0,0
14401K66V01,CHAIN_CAM DID SCZ,88935,
14401K73T31,CHAIN_CAM DID25SH,,
14401K76T61,"CHAIN,CAM ID25SH-90LE",73920,
14401K90V01,"CHAIN, CAM(90L)(KMC)",45045,
14401K97T01,"CHAIN,CAM DID SCZ-0404 SV-92LE",88935,
14401K98K61,"CHAIN,CAM DID SCZ-0407 SV-120L",160545,
14401KBG671,"(G2) CHAIN,CAM 98L",2147200,
14401KCW851,"CHAIN, CAM",689535,
14401KFB751,CHAIN_CAM,623700,
14401KFM900,CHAIN CAM (88L),34100,
14401KPH900,"CHAIN,CAM(92L)(DAIDO)",289905,
14401KRJ901,"CHAIN,CAM",657800,
14401KSS931,"CHAIN,CAM DAIDO (92L)",286440,
14401KTM971,"CHAIN,CAM",278355,342100
14401KVB901,CHAIN CAM (90L),181335,
14401KWB601,"CHAIN,CAM ID25SH-90LE",76230,
14401KWB921,"CHAIN,CAM 90L",77385,
14401KYJ901,"CHAIN, CAM(128L)(DAIDO)",687225,
14401KYZ900,"CHAIN, CAM (88L)",,
14401KYZT01,"CHAIN, CAM (88L)",,
14401MAS013,CHAIN CAM,,
14401MFL003,"CHAIN, CAM(124L)",1153900,
14401MGZJ01,"CHAIN, CAM(130L)(DAIDO)",617925,
14401MJED01,"CHAIN,CAM DID SCR-0409 SV-122L",,
14401MKCA01,"CHAIN,CAM",1193500,
14401MKND11,"CHAIN,CAM DID SCH-0409 SV-122L",1342000,
14401MKRD11,"CHAIN,CAM DID SCH-0412SV-114LE",1153900,
14401MKRDH1,"CHAIN,CAM DID SCHT-0412L SV-11",0,0
14401MKSE01,"CHAIN,CAM DID SCH-0411L SV-130",,
14401MLBD01,"CHAIN,CAM DID SCH-0411L SV-118",666435,
14405MFL000,"ROTOR, CAM PULSE",371952,
14405MKCA00,"ROTOR,CAM PULSE",647514,821880
14405MKCW40,"ROTOR,CAM PULSE",1224720,
14405MLLD00,"ROTOR,CAM PULSE",0,0
1440A436003,"KIT, CHAIN CAM",169400,
1440AKFM900,CAM SET,133100,
1440AKWB601,CAM KIT Wave 110,157080,
14410HL4000,"ARM COMP,EXH ROCKER A",1334880,
14410MKSE00,"ARM COMP,EXH ROCKER A",1307502,1661040
14420HL4000,"ARM COMP,EXH ROCKER B",1334880,
14420MKSE00,"ARM COMP,EXH ROCKER B",1307502,1661040
14421MKRD10,"ARM A,ROCKER",1296162,1647000
14421MKRDH0,"ARM A,ROCKER",0,0
14422MKRD10,"ARM B,ROCKER",1296162,1647000
14422MKRDH0,"ARM B,ROCKER",0,0
14430GGZJ00,"ARM COMP,IN VALVE ROCKER",0,0
14430K0JN00,"ARM COMP,IN VALVE ROCKER",311040,
14430K0RV00,"ARM COMP,IN VALVE ROCKER",325458,412560
14430K0Z900,"ARM COMP,VALVE ROCKER",336960,
14430K1AN00,"ARM COMP,IN VALVE ROCKER",318600,
14430K1BT00,"ARM COMP,IN VALVE ROCKER",596484,757080
14430K33D00,"ARM COMP., IN. VALVE ROCKER",630720,
14430K44V00,"ARM COMP., IN. VALVE ROCKER",284634,362880
14430K56N00,"ARM COMP., IN. VALVE ROCKER",683802,868320
14430KPH900,"ARMCOMP.,VALVEROCKER",751842,
14430KVB900,"ARMCOMP.,IN.VALVEROCKER",650160,
14430KVBS50,"ARM COMP., IN. VALVE ROCKER",304560,
14430KVY901,"ARM COMP,IN VALVE ROCKER",384426,
14430KWN900,"ARM COMP,IN VALVE ROCKER",337932,430920
14430KWR000,ARM COMP_IN VALVE,1335852,1696680
14430KYZ900,"ARM COMP,VALVE ROCKER",322056,411480
14430KZR600,"ARM COMP., IN. VALVE ROCKER",320922,409320
14430MGZJ00,"ARM COMP., IN. VALVE ROCKER",323190,410400
14431116010,"(G2) RM, VALVE ROCKER",736560,
14431GCC000,"ARM, VALVE ROCKER",357210,
14431GN5911,ARM VALVE ROCKER,392364,
14431KCW850,"ARM,VALVE ROCKER",659988,838080
14431KGF910,"ARM,VALVE ROCKER",673596,856440
14440GGZJ00,"ARM COMP,EX VALVE ROCKER",0,0
14440K0JN00,"ARM COMP,EXH VALVE ROCKER",331560,
14440K0RV00,"ARM COMP,EX VALVE ROCKER",320922,409320
14440K1AN00,"ARM COMP,EXH VALVE ROCKER",339120,
14440K1BT00,"ARM COMP,EX VALVE ROCKER",596484,757080
14440K1MT00,"ARM COMP,EXH VALVE ROCKER",320922,408240
14440K33D00,"ARM COMP., EX. VALVE ROCKER",630720,
14440K44V00,"ARM COMP., EX. VALVE ROCKER",307314,392040
14440K56N00,"ARM COMP., EX. VALVE ROCKER",683802,868320
14440KVB900,"ARMCOMP.,EX.VALVEROCKER",633906,807840
14440KVBS50,"ARM COMP., EX. VALVE ROCKER",307314,392040
14440KVY901,"ARM COMP,EX VALVE ROCKER",384426,
14440KWN900,"ARM COMP,EX VALVE ROCKER",361746,
14440KWR000,ARM COMP_EX VALVE,1335852,1696680
14440KYZ900,"ARM COMP,EX VALVE ROCKER",418446,531360
14440KYZ901,"ARM COMP,EX VALVE ROCKER",341334,433080
14440KZR600,"ARM COMP., EX. VALVE ROCKER",317520,405000
14440MGZJ00,"ARM COMP., EX. VALVE ROCKER",331128,422280
14450KCW850,"SHAFT COMP,IN ROCKER",323190,412560
14451035000,"SHAFT,ROCKER ARM",11340,
14451GCC000,"SHAFT, IN. ROCKER ARM",77112,98280
